date,cpi_yoy,policy_rate,unemployment,wage_growth
2023-01-01,5.9,4.5,5.0,3.8
2023-02-01,5.2,4.5,5.0,3.9
2023-03-01,4.3,4.5,5.0,4.0
2023-04-01,4.4,4.5,5.0,4.1
2023-05-01,3.4,4.5,5.2,4.2
2023-06-01,2.8,4.75,5.4,4.3
2023-07-01,3.3,5.0,5.5,4.4
2023-08-01,4.0,5.0,5.5,4.5
2023-09-01,3.8,5.0,5.6,4.4
2023-10-01,3.1,5.0,5.7,4.3
2023-11-01,3.4,5.0,5.8,4.2
2023-12-01,3.4,5.0,5.8,4.1
