date,forecast
2024-01-01,3.4085441705979225
2024-02-01,3.4151492287461807
2024-03-01,3.3401756810814875
2024-04-01,3.336552530698834
2024-05-01,3.361230470295988
2024-06-01,3.3658777945173677
2024-07-01,3.3583500623722737
2024-08-01,3.361165827648982
2024-09-01,3.3631670022640647
2024-10-01,3.3596764030028172
2024-11-01,3.3589971109046917
2024-12-01,3.3607249927892093
