date,cpi_yoy
1996-01-01,1.616628175519641
1996-02-01,1.264367816091938
1996-03-01,1.490825688073394
1996-04-01,1.371428571428579
1996-05-01,1.4823261117445696
1996-06-01,1.4823261117445696
1996-07-01,1.2514220705347023
1996-08-01,1.4823261117445696
1996-09-01,1.480637813211838
1996-10-01,1.8244013683010207
1996-11-01,1.931818181818179
1996-12-01,2.1640091116173155
1997-01-01,2.1590909090909216
1997-02-01,2.2701475595913845
1997-03-01,1.9209039548022664
1997-04-01,1.6910935738444266
1997-05-01,1.4606741573033766
1997-06-01,1.6853932584269593
1997-07-01,1.6853932584269593
1997-08-01,1.797752808988751
1997-09-01,1.683501683501687
1997-10-01,1.4557670772676443
1997-11-01,0.8918617614269708
1997-12-01,0.7803790412486133
1998-01-01,1.1123470522803158
1998-02-01,0.998890122086582
1998-03-01,0.997782705099759
1998-04-01,0.8869179600886845
1998-05-01,1.107419712070867
1998-06-01,0.9944751381215422
1998-07-01,0.9944751381215422
1998-08-01,0.8830022075055233
1998-09-01,0.6622516556291425
1998-10-01,1.103752759381904
1998-11-01,1.2154696132596676
1998-12-01,0.9955752212389202
1999-01-01,0.6600660066006458
1999-02-01,0.659340659340657
1999-03-01,0.9879253567508296
1999-04-01,1.6483516483516425
1999-05-01,1.533406352683464
1999-06-01,1.641137855579866
1999-07-01,1.859956236323845
1999-08-01,2.0787746170678245
1999-09-01,2.631578947368407
1999-10-01,2.2925764192139875
1999-11-01,2.183406113537112
1999-12-01,2.6286966046002336
2000-01-01,2.1857923497267784
2000-02-01,2.729257641921401
2000-03-01,3.04347826086957
2000-04-01,2.1621621621621623
2000-05-01,2.373247033441217
2000-06-01,2.7987082884822323
2000-07-01,2.9001074113856
2000-08-01,2.572347266881025
2000-09-01,2.670940170940161
2000-10-01,2.774813233724638
2000-11-01,3.205128205128216
2000-12-01,3.2017075773745907
2001-01-01,2.99465240641712
2001-02-01,2.869287991498415
2001-03-01,2.4261603375527407
2001-04-01,3.49206349206348
2001-05-01,3.898840885142252
2001-06-01,3.350785340314144
2001-07-01,2.713987473903967
2001-08-01,2.8213166144200663
2001-09-01,2.6014568158168494
2001-10-01,1.869158878504673
2001-11-01,0.6211180124223725
2001-12-01,0.7238883143743546
2002-01-01,1.349948078920038
2002-02-01,1.446280991735538
2002-03-01,1.8537590113285372
2002-04-01,1.7382413087934534
2002-05-01,1.1156186612576224
2002-06-01,1.215805471124631
2002-07-01,2.134146341463405
2002-08-01,2.540650406504064
2002-09-01,2.332657200811372
2002-10-01,3.1600407747196746
2002-11-01,4.423868312757207
2002-12-01,3.7987679671457775
2003-01-01,4.508196721311486
2003-02-01,4.6843177189409335
2003-03-01,4.246713852376116
2003-04-01,2.9145728643216184
2003-05-01,2.8084252758274757
2003-06-01,2.6026026026025884
2003-07-01,2.0895522388059584
2003-08-01,1.9821605550049528
2003-09-01,2.18037661050543
2003-10-01,1.5810276679841806
2003-11-01,1.5763546798029493
2003-12-01,2.077151335311589
2004-01-01,1.274509803921564
2004-02-01,0.6809338521400754
2004-03-01,0.7759456838021483
2004-04-01,1.6601562499999778
2004-05-01,2.4390243902439046
2004-06-01,2.536585365853661
2004-07-01,2.3391812865497075
2004-08-01,1.8464528668610256
2004-09-01,1.8428709990300665
2004-10-01,2.3346303501945664
2004-11-01,2.424830261881672
2004-12-01,2.131782945736438
2005-01-01,1.936108422071636
2005-02-01,2.1256038647343045
2005-03-01,2.3099133782483072
2005-04-01,2.401536983669539
2005-05-01,1.619047619047631
2005-06-01,1.712654614652731
2005-07-01,2.0000000000000018
2005-08-01,2.57633587786259
2005-09-01,3.23809523809524
2005-10-01,2.5665399239543696
2005-11-01,1.988636363636376
2005-12-01,2.0872865275142205
2006-01-01,2.754036087369416
2006-02-01,2.1759697256386046
2006-03-01,2.163687676387571
2006-04-01,2.4390243902439046
2006-05-01,2.8116213683224034
2006-06-01,2.432179607109441
2006-07-01,2.334267040149385
2006-08-01,2.139534883720917
2006-09-01,0.7380073800737907
2006-10-01,1.019462465245602
2006-11-01,1.392757660167132
2006-12-01,1.6728624535315983
2007-01-01,1.109057301293892
2007-02-01,2.037037037037037
2007-03-01,2.302025782688766
2007-04-01,2.19780219780219
2007-05-01,2.1877848678213185
2007-06-01,2.1917808219178214
2007-07-01,2.189781021897818
2007-08-01,1.730418943533696
2007-09-01,2.472527472527486
2007-10-01,2.3853211009174258
2007-11-01,2.472527472527486
2007-12-01,2.376599634369292
2008-01-01,2.1937842778793293
2008-02-01,1.814882032667886
2008-03-01,1.3501350135013412
2008-04-01,1.70250896057349
2008-05-01,2.2301516503122176
2008-06-01,3.1277926720286064
2008-07-01,3.392857142857131
2008-08-01,3.491495076096673
2008-09-01,3.3958891867738927
2008-10-01,2.5985663082437327
2008-11-01,1.9660411081322549
2008-12-01,1.1607142857142927
2009-01-01,1.073345259391778
2009-02-01,1.426024955436711
2009-03-01,1.243339253996445
2009-04-01,0.3524229074890028
2009-05-01,0.0872600349040242
2009-06-01,-0.2599653379549482
2009-07-01,-0.949913644214162
2009-08-01,-0.7785467128027634
2009-09-01,-0.8643042350907515
2009-10-01,0.0873362445414693
2009-11-01,0.9640666082384008
2009-12-01,1.3239187996469504
2010-01-01,1.8584070796460184
2010-02-01,1.581722319859402
2010-03-01,1.403508771929829
2010-04-01,1.843722563652328
2010-05-01,1.3949433304272008
2010-06-01,0.9556907037358896
2010-07-01,1.8308631211857
2010-08-01,1.7436791630339954
2010-09-01,1.918047079337404
2010-10-01,2.443280977312412
2010-11-01,1.996527777777768
2010-12-01,2.3519163763066286
2011-01-01,2.3457862728062606
2011-02-01,2.1626297577854725
2011-03-01,3.287197231833927
2011-04-01,3.275862068965507
2011-05-01,3.6973344797936343
2011-06-01,3.098106712564541
2011-07-01,2.7397260273972712
2011-08-01,3.084832904884305
2011-09-01,3.1650983746791983
2011-10-01,2.8960817717206044
2011-11-01,2.8936170212765955
2011-12-01,2.297872340425533
2012-01-01,2.4617996604414216
2012-02-01,2.6248941574936517
2012-03-01,1.926298157453932
2012-04-01,2.00333889816362
2012-05-01,1.243781094527363
2012-06-01,1.5025041736226985
2012-07-01,1.2499999999999956
2012-08-01,1.2468827930174564
2012-09-01,1.1608623548922117
2012-10-01,1.1589403973510048
2012-11-01,0.8271298593879317
2012-12-01,0.8319467554076532
2013-01-01,0.4971002485501197
2013-02-01,1.2376237623762387
2013-03-01,0.9860312243221035
2013-04-01,0.4091653027823216
2013-05-01,0.7371007371007376
2013-06-01,1.1513157894736947
2013-07-01,1.3168724279835289
2013-08-01,1.0673234811165777
2013-09-01,1.06557377049179
2013-10-01,0.6546644844517058
2013-11-01,0.9023789991796428
2013-12-01,1.2376237623762387
2014-01-01,1.483924154987637
2014-02-01,1.140994295028519
2014-03-01,1.5459723352318822
2014-04-01,2.037489812550941
2014-05-01,2.276422764227637
2014-06-01,2.357723577235782
2014-07-01,2.1121039805036546
2014-08-01,2.1121039805036546
2014-09-01,2.0275750202757514
2014-10-01,2.357723577235782
2014-11-01,1.951219512195124
2014-12-01,1.4669926650366705
2015-01-01,0.9748172217709294
2015-02-01,1.0475423045930743
2015-03-01,1.2019230769230838
2015-04-01,0.7987220447284393
2015-05-01,0.8744038155802825
2015-06-01,1.0325655281969714
2015-07-01,1.2728719172633296
2015-08-01,1.2728719172633296
2015-09-01,1.0333863275039823
2015-10-01,1.0325655281969714
2015-11-01,1.3556618819776656
2015-12-01,1.6064257028112428
2016-01-01,2.011263073209979
2016-02-01,1.3556618819776656
2016-03-01,1.2668250197941378
2016-04-01,1.6640253565768592
2016-05-01,1.497241922773851
2016-06-01,1.4937106918238907
2016-07-01,1.256873527101332
2016-08-01,1.09976433621366
2016-09-01,1.337529504327306
2016-10-01,1.4937106918238907
2016-11-01,1.1801730920534936
2016-12-01,1.5019762845849938
2017-01-01,2.1293375394321856
2017-02-01,2.0456333595594067
2017-03-01,1.5637216575449475
2017-04-01,1.636788776305531
2017-05-01,1.3198757763975166
2017-06-01,1.0069713400464808
2017-07-01,1.1636927851047307
2017-08-01,1.398601398601418
2017-09-01,1.552795031055898
2017-10-01,1.3942680092951187
2017-11-01,2.099533437014012
2017-12-01,1.869158878504673
2018-01-01,1.698841698841691
2018-02-01,2.1588280647648617
2018-03-01,2.3094688221708903
2018-04-01,2.223926380368102
2018-05-01,2.2222222222222365
2018-06-01,2.4539877300613355
2018-07-01,2.9907975460122804
2018-08-01,2.8352490421455823
2018-09-01,2.2171253822629744
2018-10-01,2.444614209320073
2018-11-01,1.6755521706016685
2018-12-01,1.987767584097844
2019-01-01,1.4426727410782103
2019-02-01,1.5094339622641506
2019-03-01,1.8811136192625977
2019-04-01,2.025506376594133
2019-05-01,2.398800599700146
2019-06-01,2.020958083832358
2019-07-01,2.010424422933732
2019-08-01,1.9374068554396608
2019-09-01,1.8698578908002967
2019-10-01,1.864280387770312
2019-11-01,2.1722846441947663
2019-12-01,2.2488755622188883
2020-01-01,2.3952095808383422
2020-02-01,2.1561338289962872
2020-03-01,0.8862629246676468
2020-04-01,-0.2205882352941279
2020-05-01,-0.3660322108345548
2020-06-01,0.6603081438004255
2020-07-01,0.1459854014598471
2020-08-01,0.1461988304093386
2020-09-01,0.5139500734214542
2020-10-01,0.6588579795022032
2020-11-01,0.9530791788856074
2020-12-01,0.7331378299120228
2021-01-01,1.0233918128654818
2021-02-01,1.091703056768556
2021-03-01,2.196193265007329
2021-04-01,3.389830508474589
2021-05-01,3.6002939015429947
2021-06-01,3.061224489795933
2021-07-01,3.717201166180773
2021-08-01,4.0875912408758985
2021-09-01,4.382761139517899
2021-10-01,4.654545454545467
2021-11-01,4.720406681191003
2021-12-01,4.80349344978166
2022-01-01,5.137481910274988
2022-02-01,5.687544996400296
2022-03-01,6.6618911174785245
2022-04-01,6.77120456165361
2022-05-01,7.730496453900715
2022-06-01,8.13295615275813
2022-07-01,7.589599437807437
2022-08-01,7.012622720897621
2022-09-01,6.857942617214818
2022-10-01,6.879777623349548
2022-11-01,6.796116504854388
2022-12-01,6.319444444444433
2023-01-01,5.918788713007572
2023-02-01,5.245231607629419
2023-03-01,4.298186702484896
